"ID","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","department","salary","left"
"201911022",0.8,0.95,3,146,5,0,0,"hr","low","1"
"201911023",0.36,0.48,2,145,3,0,0,"hr","low","1"
"201911024",0.42,0.57,2,159,3,0,0,"hr","low","1"
"201911026",0.4,0.45,2,142,3,0,0,"technical","low","1"
"201911027",0.46,0.53,2,129,3,0,0,"technical","low","1"
"201911028",0.09,0.9,6,287,4,0,0,"technical","low","1"
"201911029",0.88,0.89,4,275,5,0,0,"technical","low","1"
"201911030",0.1,0.82,6,272,4,0,0,"technical","low","1"
"201911031",0.1,0.97,6,307,4,0,0,"technical","low","1"
"201911032",0.11,0.93,4,295,3,0,0,"technical","low","1"
"201911033",0.84,0.88,5,237,5,0,0,"technical","low","1"
"201911034",0.42,0.56,2,158,3,0,0,"technical","low","1"
"201911035",0.1,0.86,6,266,4,1,0,"technical","low","1"
"201911036",0.1,0.95,6,256,4,0,0,"technical","medium","1"
"201911037",0.46,0.54,2,158,3,0,0,"support","medium","1"
"201911039",0.89,1,4,237,5,0,0,"support","medium","1"
"201911040",0.82,1,4,273,6,0,0,"support","medium","1"
"201911041",0.11,0.89,6,309,4,0,0,"support","medium","1"
"201911042",0.81,0.84,5,258,5,0,0,"support","medium","1"
"201911043",0.81,0.94,5,233,6,0,0,"support","medium","1"
"201911044",0.77,1,4,249,6,0,0,"support","medium","1"
"201911045",0.63,0.94,3,179,2,0,0,"support","medium","1"
"201911046",0.4,0.57,2,128,3,0,0,"support","medium","1"
"201911047",0.86,1,4,250,6,0,0,"support","medium","1"
"201911048",0.37,0.49,2,151,3,0,0,"technical","high","1"
"201911049",0.44,0.5,2,132,3,0,0,"technical","low","1"
"201911051",0.79,1,4,229,5,1,0,"management","medium","1"
"201911052",0.09,0.92,6,261,4,0,0,"IT","medium","1"
"201911055",0.09,0.84,6,258,4,0,0,"IT","low","1"
"201911057",0.45,0.56,2,143,3,0,0,"product_mng","low","1"
"201911058",0.4,0.51,2,136,3,0,0,"product_mng","low","1"
"201911059",0.31,0.95,6,235,5,0,0,"product_mng","low","1"
"201911061",0.36,0.48,2,152,3,0,0,"IT","low","1"
"201911062",0.34,0.97,6,157,5,1,0,"RandD","low","1"
"201911063",0.87,0.83,5,267,5,0,0,"RandD","low","1"
"201911064",0.11,0.91,6,302,4,0,0,"RandD","low","1"
"201911065",0.47,0.81,4,133,3,0,0,"RandD","low","1"
"201911066",0.43,0.52,2,142,3,0,0,"RandD","low","1"
"201911067",0.43,0.47,2,129,3,0,0,"marketing","low","1"
"201911071",0.78,0.87,5,243,5,0,0,"technical","low","1"
"201911072",0.9,0.95,5,275,3,0,0,"management","low","1"
"201911073",0.53,0.95,6,205,4,0,0,"marketing","low","1"
"201911074",0.45,0.54,2,154,3,0,0,"marketing","low","1"
"201911075",0.86,0.83,4,270,5,0,0,"marketing","medium","1"
"201911076",0.74,0.89,4,267,5,0,0,"sales","medium","1"
"201911077",0.09,0.79,6,276,4,0,0,"sales","medium","1"
"201911079",0.46,0.53,2,128,3,0,0,"sales","medium","1"
"201911080",0.86,0.95,5,269,6,0,0,"sales","medium","1"
"201911081",0.86,0.95,4,238,5,0,0,"sales","medium","1"
"201911082",0.9,0.91,4,269,5,0,0,"sales","medium","1"
"201911083",0.87,0.88,5,231,6,0,0,"sales","medium","1"
"201911084",0.83,0.94,4,267,5,0,0,"sales","medium","1"
"201911085",0.77,0.83,4,245,5,0,0,"sales","medium","1"
"201911086",0.77,1,4,272,5,0,0,"sales","medium","1"
"201911087",0.9,0.86,5,254,5,0,0,"sales","high","1"
"201911088",0.73,0.92,4,273,5,0,0,"sales","low","1"
"201911089",0.91,0.9,4,250,5,0,0,"sales","medium","1"
"201911090",0.36,0.53,2,133,3,0,0,"sales","medium","1"
"201911091",0.38,0.54,2,150,3,0,0,"sales","medium","1"
"201911092",0.44,0.46,2,157,3,0,0,"sales","medium","1"
"201911093",0.73,1,5,230,5,0,0,"sales","low","1"
"201911094",0.89,0.91,5,260,5,0,0,"sales","low","1"
"201911095",0.11,0.77,6,275,4,0,0,"accounting","low","1"
"201911096",0.1,0.77,7,308,4,0,0,"accounting","low","1"
"201911097",0.37,0.46,2,129,3,0,0,"accounting","low","1"
"201911101",0.11,0.83,6,262,4,0,0,"hr","low","1"
"201911102",0.09,0.97,7,262,4,0,0,"technical","low","1"
"201911103",0.43,0.47,2,130,3,0,0,"technical","low","1"
"201911104",0.38,0.52,2,156,3,0,0,"technical","low","1"
"201911105",0.11,0.89,6,254,4,0,0,"technical","low","1"
"201911107",0.44,0.57,2,139,3,0,0,"technical","low","1"
"201911108",0.72,0.82,5,269,5,0,0,"technical","low","1"
"201911109",0.1,0.91,7,297,4,0,0,"technical","low","1"
"201911110",0.73,0.86,5,249,5,0,0,"technical","low","1"
"201911111",0.09,0.82,7,267,4,0,0,"technical","low","1"
"201911112",0.44,0.46,2,149,3,0,0,"technical","low","1"
"201911113",0.09,0.82,6,251,4,0,0,"support","low","1"
"201911115",0.11,0.86,6,279,4,0,0,"support","medium","1"
"201911116",0.42,0.46,2,131,3,0,0,"support","medium","1"
"201911117",0.09,0.85,6,260,4,0,0,"support","medium","1"
"201911118",0.72,0.88,5,249,5,0,0,"support","medium","1"
"201911119",0.75,0.97,4,245,5,0,0,"support","medium","1"
"201911120",0.44,0.5,2,138,3,0,0,"support","medium","1"
"201911121",0.11,0.91,6,278,4,0,0,"support","medium","1"
"201911122",0.38,0.47,2,147,3,0,0,"support","medium","1"
"201911124",0.1,0.9,7,301,4,0,0,"technical","medium","1"
"201911125",0.43,0.52,2,141,3,0,0,"technical","medium","1"
"201911126",0.39,0.57,2,158,3,0,0,"technical","high","1"
"201911127",0.88,0.87,4,235,6,0,0,"management","low","1"
"201911128",0.1,0.85,7,261,4,0,0,"IT","medium","1"
"201911129",0.1,0.89,5,270,4,0,0,"IT","medium","1"
"201911131",0.37,0.47,2,149,3,0,0,"IT","medium","1"
"201911132",0.37,0.48,2,160,3,0,0,"IT","low","1"
"201911133",0.77,0.87,4,150,4,0,0,"product_mng","low","1"
"201911134",0.91,0.94,5,218,6,0,0,"product_mng","low","1"
"201911135",0.46,0.51,2,155,3,0,0,"product_mng","low","1"
"201911136",0.11,0.87,6,291,4,0,0,"product_mng","low","1"
"201911138",0.87,0.88,5,262,6,0,0,"sales","low","1"
"201911141",0.82,0.83,4,245,5,1,0,"sales","low","1"
"201911142",0.46,0.48,2,129,3,0,0,"sales","low","1"
"201911143",0.88,1,5,226,6,0,0,"marketing","low","1"
"201911144",0.1,0.91,6,286,4,0,0,"marketing","low","1"
"201911145",0.43,0.45,2,140,3,0,0,"sales","low","1"
"201911146",0.37,0.49,2,153,3,0,0,"accounting","low","1"
"201911148",0.83,0.95,5,258,5,0,0,"technical","low","1"
"201911149",0.39,0.57,2,156,3,0,0,"management","low","1"
"201911150",0.77,0.92,5,255,5,0,0,"marketing","low","1"
"201911153",0.39,0.55,2,152,3,1,0,"sales","medium","1"
"201911154",0.1,0.88,7,300,4,0,0,"sales","medium","1"
"201911155",0.39,0.53,2,131,3,0,0,"sales","medium","1"
"201911157",0.4,0.51,2,156,3,0,0,"sales","medium","1"
"201911158",0.42,0.52,2,141,3,1,0,"sales","medium","1"
"201911159",0.57,0.85,4,219,2,1,0,"sales","medium","1"
"201911160",0.11,0.95,7,269,5,0,0,"sales","medium","1"
"201911161",0.36,0.73,4,276,2,0,0,"sales","medium","1"
"201911162",0.11,0.94,7,302,4,0,0,"sales","medium","1"
"201911164",0.78,0.99,5,241,5,0,0,"sales","medium","1"
"201911165",0.11,0.93,7,288,4,0,0,"sales","high","1"
"201911166",0.1,0.96,6,303,4,0,0,"sales","low","1"
"201911167",0.42,0.54,2,135,3,0,0,"sales","medium","1"
"201911168",0.43,0.5,2,127,3,1,0,"sales","medium","1"
"201911169",0.79,0.84,5,245,5,0,0,"sales","medium","1"
"201911170",0.45,0.45,2,145,3,0,0,"sales","medium","1"
"201911171",0.09,0.91,6,248,4,0,0,"sales","low","1"
"201911172",0.11,0.91,6,302,4,0,0,"accounting","low","1"
"201911173",0.45,0.49,2,144,3,0,0,"accounting","low","1"
"201911174",0.11,0.91,6,272,4,0,0,"accounting","low","1"
"201911175",0.09,0.8,6,294,4,0,0,"hr","low","1"
"201911177",0.38,0.5,2,151,3,1,0,"hr","low","1"
"201911178",0.82,0.82,4,249,5,0,0,"hr","low","1"
"201911179",0.85,0.89,4,221,5,0,0,"technical","low","1"
"201911180",0.45,0.46,2,146,3,0,0,"technical","low","1"
"201911181",0.77,0.89,5,243,5,0,0,"technical","low","1"
"201911182",0.39,0.5,2,127,3,0,0,"technical","low","1"
"201911183",0.91,0.9,4,245,5,0,0,"technical","low","1"
"201911184",0.11,0.77,6,264,4,0,0,"technical","low","1"
"201911185",0.46,0.45,2,143,3,0,0,"technical","low","1"
"201911187",0.11,0.96,6,262,4,1,0,"technical","low","1"
"201911188",0.1,0.93,6,299,4,0,0,"technical","low","1"
"201911189",0.09,0.8,5,279,4,0,0,"technical","low","1"
"201911190",0.36,0.51,2,155,3,0,0,"support","low","1"
"201911191",0.11,0.89,6,264,4,0,0,"support","low","1"
"201911193",0.44,0.51,2,129,3,0,0,"support","medium","1"
"201911194",0.73,0.97,5,217,6,0,0,"support","medium","1"
"201911195",0.21,0.58,7,203,5,0,0,"support","medium","1"
"201911198",0.79,0.96,5,218,5,0,0,"support","medium","1"
"201911199",0.09,0.8,6,298,4,0,0,"support","medium","1"
"201911200",0.75,0.74,6,134,3,0,0,"support","medium","1"
"201911201",0.83,1,5,263,5,0,0,"technical","medium","1"
"201911202",0.1,0.77,5,252,4,0,0,"technical","medium","1"
"201911203",0.44,0.55,2,136,3,0,0,"technical","medium","1"
"201911205",0.43,0.56,2,158,3,0,0,"IT","low","1"
"201911206",0.09,0.84,7,307,4,0,0,"IT","medium","1"
"201911207",0.44,0.53,2,152,3,0,0,"IT","medium","1"
"201911208",0.81,0.98,5,237,5,0,0,"IT","medium","1"
"201911209",0.1,0.79,7,284,4,0,0,"IT","medium","1"
"201911210",0.1,0.93,6,243,4,0,0,"product_mng","low","1"
"201911211",0.11,0.83,6,268,4,0,0,"product_mng","low","1"
"201911213",0.75,0.83,5,262,5,0,0,"product_mng","low","1"
"201911214",0.38,0.55,2,134,3,0,0,"IT","low","1"
"201911216",0.74,0.97,5,238,5,0,0,"IT","low","1"
"201911217",0.44,0.56,2,127,3,0,0,"IT","low","1"
"201911219",0.42,0.56,2,146,3,0,0,"RandD","low","1"
"201911220",0.75,1,4,243,5,0,0,"RandD","low","1"
"201911222",0.75,0.93,5,229,5,0,0,"sales","low","1"
"201911223",0.4,0.46,2,134,3,0,0,"accounting","low","1"
"201911224",0.75,0.89,4,228,5,0,0,"support","low","1"
"201911225",0.09,0.84,6,301,4,0,0,"technical","low","1"
"201911226",0.39,0.46,2,127,3,0,0,"management","low","1"
"201911227",0.4,0.48,2,142,3,0,0,"marketing","low","1"
"201911228",0.39,0.54,2,131,3,0,0,"marketing","low","1"
"201911229",0.1,0.85,7,310,5,0,0,"marketing","low","1"
"201911230",0.42,0.55,2,148,3,0,0,"sales","low","1"
"201911231",0.37,0.52,2,143,3,0,0,"sales","medium","1"
"201911232",0.11,0.98,6,250,4,0,0,"sales","medium","1"
"201911233",0.09,0.88,7,265,4,0,0,"sales","medium","1"
"201911234",0.41,0.54,2,152,3,0,0,"sales","medium","1"
"201911235",0.42,0.49,2,145,3,0,0,"sales","medium","1"
"201911236",0.4,0.49,2,140,3,0,0,"sales","medium","1"
"201911237",0.36,0.47,2,129,3,0,0,"sales","medium","1"
"201911238",0.74,0.9,4,226,5,0,0,"sales","medium","1"
"201911239",0.66,1,5,269,5,0,0,"sales","medium","1"
"201911240",0.38,0.47,2,152,3,0,0,"sales","medium","1"
"201911241",0.43,0.51,2,132,3,0,0,"sales","medium","1"
"201911242",0.43,0.53,2,148,3,0,0,"sales","medium","1"
"201911243",0.1,0.85,6,297,5,0,0,"sales","high","1"
"201911245",0.1,0.77,6,280,4,0,0,"sales","medium","1"
"201911247",0.43,0.49,2,155,3,0,0,"sales","medium","1"
"201911249",0.41,0.54,2,138,3,0,0,"accounting","low","1"
"201911250",0.1,0.82,7,284,4,0,0,"accounting","low","1"
"201911251",0.88,0.92,4,225,5,0,0,"accounting","low","1"
"201911252",0.43,0.57,2,151,3,1,0,"hr","low","1"
"201911254",0.85,1,4,234,5,0,0,"hr","low","1"
"201911255",0.38,0.49,2,144,3,0,0,"hr","low","1"
"201911256",0.39,0.47,2,142,3,0,0,"technical","low","1"
"201911257",0.41,0.48,2,126,3,0,0,"technical","low","1"
"201911258",0.88,0.92,4,233,6,0,0,"technical","low","1"
"201911259",0.78,0.96,4,241,5,0,0,"technical","low","1"
"201911260",0.45,0.48,2,138,3,0,0,"technical","low","1"
"201911261",0.09,0.95,6,260,4,1,0,"technical","low","1"
"201911264",0.36,0.51,2,143,3,0,0,"technical","low","1"
"201911265",0.86,0.98,4,270,5,0,0,"technical","low","1"
"201911266",0.1,0.92,6,285,4,0,0,"technical","low","1"
"201911267",0.45,0.53,2,149,3,0,0,"support","low","1"
"201911268",0.42,0.53,2,158,3,0,0,"support","low","1"
"201911269",0.36,0.55,2,134,3,0,0,"support","low","1"
"201911271",0.38,0.57,2,131,3,0,0,"support","medium","1"
"201911273",0.45,0.46,2,142,3,0,0,"support","medium","1"
"201911274",0.87,0.95,5,227,5,0,0,"support","medium","1"
"201911275",0.45,0.53,2,131,3,0,0,"support","medium","1"
"201911276",0.1,0.83,6,283,5,0,0,"support","medium","1"
"201911278",0.78,1,4,267,5,0,0,"technical","medium","1"
"201911279",0.38,0.56,2,148,3,0,0,"technical","medium","1"
"201911281",0.36,0.48,2,148,3,1,0,"management","medium","1"
"201911282",0.75,0.88,5,270,5,0,0,"IT","high","1"
"201911283",0.81,0.81,4,218,5,1,0,"IT","low","1"
"201911284",0.4,0.55,2,150,3,0,0,"IT","medium","1"
"201911285",0.83,0.83,5,260,5,0,0,"IT","medium","1"
"201911286",0.41,0.52,2,127,3,0,0,"IT","medium","1"
"201911287",0.42,0.57,2,134,3,0,0,"product_mng","medium","1"
"201911288",0.09,0.83,7,258,4,0,0,"product_mng","low","1"
"201911289",0.87,0.81,5,304,5,0,0,"product_mng","low","1"
"201911290",0.43,0.56,6,149,4,0,0,"product_mng","low","1"
"201911291",0.39,0.51,2,139,3,0,0,"IT","low","1"
"201911292",0.1,0.9,6,272,5,0,0,"RandD","low","1"
"201911293",0.41,0.52,2,132,3,0,0,"RandD","low","1"
"201911297",0.46,0.52,2,148,3,0,0,"RandD","low","1"
"201911298",0.4,0.49,2,149,3,0,0,"marketing","low","1"
"201911299",0.45,0.45,2,131,3,0,0,"sales","low","1"
"201911300",0.89,0.89,5,262,5,0,0,"accounting","low","1"
"201911301",0.1,0.97,7,284,4,0,0,"support","low","1"
"201911302",0.46,0.48,2,161,3,0,0,"technical","low","1"
"201911304",0.45,0.57,2,149,3,0,0,"marketing","low","1"
"201911306",0.62,0.77,5,227,4,0,0,"marketing","low","1"
"201911307",0.11,0.93,6,276,4,0,0,"sales","low","1"
"201911308",0.44,0.5,2,135,3,0,0,"sales","low","1"
"201911309",0.09,0.94,6,266,4,0,0,"sales","medium","1"
"201911310",0.56,0.75,5,236,2,0,0,"sales","medium","1"
"201911311",0.77,0.89,4,270,5,0,0,"sales","medium","1"
"201911312",0.39,0.49,2,146,3,0,0,"sales","medium","1"
"201911313",0.1,0.92,5,272,4,0,0,"sales","medium","1"
"201911314",0.72,0.85,5,246,5,0,0,"sales","medium","1"
"201911315",0.4,0.52,2,136,3,0,0,"sales","medium","1"
"201911316",0.11,0.81,6,260,4,0,0,"sales","medium","1"
"201911317",0.88,1,5,247,5,0,0,"sales","medium","1"
"201911318",0.37,0.51,2,127,3,0,0,"sales","medium","1"
"201911319",0.11,0.96,6,267,4,0,0,"sales","medium","1"
"201911320",0.4,0.52,2,143,3,0,0,"sales","medium","1"
"201911321",0.1,0.86,6,306,4,0,0,"sales","high","1"
"201911322",0.62,0.89,3,131,4,0,0,"sales","low","1"
"201911323",0.78,0.86,4,249,5,0,0,"sales","medium","1"
"201911324",0.37,0.52,2,144,3,0,0,"sales","medium","1"
"201911325",0.76,0.82,4,254,5,1,0,"sales","medium","1"
"201911326",0.42,0.53,2,131,3,0,0,"accounting","medium","1"
"201911327",0.1,0.77,6,272,4,0,0,"accounting","low","1"
"201911328",0.42,0.47,2,157,3,0,0,"accounting","low","1"
"201911329",0.1,0.96,7,301,4,0,0,"hr","low","1"
"201911330",0.1,0.81,6,252,4,0,0,"hr","low","1"
"201911331",0.42,0.47,2,130,3,0,0,"hr","low","1"
"201911332",0.09,0.86,6,297,4,0,0,"hr","low","1"
"201911333",0.1,0.8,6,248,4,0,0,"technical","low","1"
"201911334",0.11,0.89,7,257,4,0,0,"technical","low","1"
"201911335",0.44,0.53,2,147,3,0,0,"technical","low","1"
"201911336",0.87,0.9,3,307,5,0,0,"technical","low","1"
"201911337",0.44,0.46,2,154,3,0,0,"technical","low","1"
"201911338",0.41,0.56,2,143,3,0,0,"technical","low","1"
"201911340",0.89,0.96,5,221,5,0,0,"technical","low","1"
"201911342",0.9,0.94,5,247,5,0,0,"technical","low","1"
"201911343",0.36,0.55,2,131,3,0,0,"technical","low","1"
"201911344",0.44,0.54,2,150,3,0,0,"support","low","1"
"201911345",0.39,0.57,2,150,3,0,0,"support","low","1"
"201911346",0.38,1,5,137,4,0,0,"support","low","1"
"201911347",0.73,0.95,4,223,6,0,0,"support","low","1"
"201911348",0.1,0.96,6,292,4,0,0,"support","medium","1"
"201911349",0.89,0.83,5,130,4,1,0,"support","medium","1"
"201911351",0.84,0.89,4,245,5,1,0,"support","medium","1"
"201911352",0.11,0.77,6,274,4,0,0,"support","medium","1"
"201911353",0.74,1,5,248,5,0,0,"support","medium","1"
"201911354",0.79,0.97,4,243,5,0,0,"support","medium","1"
"201911355",0.1,0.92,7,273,4,0,0,"technical","medium","1"
"201911357",0.1,0.79,6,271,4,0,0,"technical","medium","1"
"201911358",0.45,0.5,2,157,3,0,0,"management","medium","1"
"201911359",0.29,0.48,2,249,4,0,0,"IT","medium","1"
"201911360",0.46,0.46,2,145,3,0,0,"IT","high","1"
"201911361",0.11,0.83,6,262,5,0,0,"IT","low","1"
"201911363",0.4,0.5,2,129,3,0,0,"IT","medium","1"
"201911364",0.37,0.46,2,134,3,0,0,"product_mng","medium","1"
"201911365",0.41,0.52,2,147,3,0,0,"product_mng","medium","1"
"201911366",0.1,0.83,6,293,4,0,0,"product_mng","low","1"
"201911367",0.39,0.52,2,129,3,0,0,"product_mng","low","1"
"201911368",0.4,0.45,2,140,3,0,0,"IT","low","1"
"201911369",0.41,0.52,2,132,3,0,0,"RandD","low","1"
"201911371",0.74,0.99,5,263,5,0,0,"RandD","low","1"
"201911372",0.42,0.46,2,143,3,0,0,"RandD","low","1"
"201911373",0.88,0.88,4,265,5,0,0,"RandD","low","1"
"201911374",0.37,0.53,2,147,3,0,0,"RandD","low","1"
"201911376",0.46,0.5,2,141,3,0,0,"sales","low","1"
"201911377",0.74,1,5,222,6,0,0,"accounting","low","1"
"201911378",0.11,0.86,6,273,4,1,0,"support","low","1"
"201911380",0.37,0.48,2,154,3,0,0,"management","low","1"
"201911381",0.87,0.92,4,253,6,0,0,"marketing","low","1"
"201911382",0.9,0.84,5,221,5,0,0,"marketing","low","1"
"201911383",0.1,0.88,6,263,4,0,0,"marketing","low","1"
"201911384",0.43,0.46,2,145,3,0,0,"sales","low","1"
"201911385",0.11,0.91,6,279,4,0,0,"sales","low","1"
"201911386",0.4,0.46,2,146,3,0,0,"sales","low","1"
"201911387",0.09,0.93,7,270,4,0,0,"sales","medium","1"
"201911388",0.4,0.5,2,135,3,0,0,"sales","medium","1"
"201911389",0.14,0.7,5,236,3,0,0,"sales","medium","1"
"201911390",0.4,0.49,2,151,3,0,0,"sales","medium","1"
"201911391",0.11,0.79,6,244,4,1,0,"sales","medium","1"
"201911392",0.72,1,4,169,3,0,0,"sales","medium","1"
"201911394",0.82,0.93,4,246,5,0,0,"sales","medium","1"
"201911395",0.41,0.52,2,142,3,0,0,"sales","medium","1"
"201911396",0.45,0.51,2,156,3,0,0,"sales","medium","1"
"201911397",0.2,0.7,6,281,5,0,0,"sales","medium","1"
"201911398",0.43,0.53,2,146,3,0,0,"sales","medium","1"
"201911399",0.39,0.55,2,156,3,0,0,"sales","high","1"
"201911400",0.11,0.86,6,299,4,1,0,"sales","low","1"
"201911401",0.45,0.47,2,136,3,0,0,"sales","medium","1"
"201911402",0.11,0.87,6,272,4,0,0,"sales","medium","1"
"201911403",0.84,0.86,5,240,5,0,0,"accounting","medium","1"
"201911404",0.86,0.96,5,245,6,0,0,"accounting","medium","1"
"201911405",0.79,0.93,5,269,5,0,0,"accounting","low","1"
"201911406",0.39,0.57,2,130,3,0,0,"hr","low","1"
"201911407",0.15,0.62,4,257,3,0,0,"hr","low","1"
"201911408",0.81,1,4,241,5,0,0,"hr","low","1"
"201911409",0.39,0.53,2,136,3,0,0,"hr","low","1"
"201911410",0.92,0.94,4,219,5,0,0,"technical","low","1"
"201911411",0.9,0.98,5,271,5,0,0,"technical","low","1"
"201911412",0.32,0.6,2,280,4,0,0,"technical","low","1"
"201911413",0.46,0.46,2,140,3,0,0,"technical","low","1"
"201911414",0.83,0.98,4,254,5,0,0,"technical","low","1"
"201911415",0.39,0.47,2,131,3,0,0,"technical","low","1"
"201911417",0.11,0.85,6,295,4,0,0,"technical","low","1"
"201911418",0.11,0.96,6,301,5,0,0,"technical","low","1"
"201911419",0.1,0.95,7,296,4,0,0,"technical","low","1"
"201911420",0.75,0.87,5,246,5,0,0,"technical","low","1"
"201911423",0.1,0.82,6,269,4,0,0,"support","low","1"
"201911427",0.36,0.55,2,138,3,0,0,"support","medium","1"
"201911428",0.57,0.61,4,158,5,0,0,"support","medium","1"
"201911429",0.09,0.87,6,266,4,0,0,"support","medium","1"
"201911430",0.87,0.91,4,255,5,0,0,"support","medium","1"
"201911431",0.43,0.52,2,156,3,0,0,"support","medium","1"
"201911433",0.91,0.99,5,265,5,1,0,"technical","medium","1"
"201911434",0.41,0.48,2,136,3,0,0,"technical","medium","1"
"201911435",0.37,0.52,2,140,3,0,0,"management","medium","1"
"201911436",0.43,0.45,2,146,3,0,0,"IT","medium","1"
"201911438",0.4,0.53,2,155,3,0,0,"IT","high","1"
"201911439",0.1,0.89,7,285,4,0,0,"IT","low","1"
"201911440",0.76,0.99,4,253,5,1,0,"IT","medium","1"
"201911441",0.82,0.93,4,248,5,0,0,"product_mng","medium","1"
"201911442",0.11,0.83,7,255,5,0,0,"product_mng","medium","1"
"201911443",0.43,0.52,2,154,3,1,0,"product_mng","medium","1"
"201911444",0.11,0.88,7,305,4,0,0,"product_mng","low","1"
"201911445",0.41,0.48,2,141,3,0,0,"IT","low","1"
"201911446",0.73,0.87,5,252,5,0,0,"RandD","low","1"
"201911447",0.37,0.57,2,157,3,0,0,"RandD","low","1"
"201911448",0.11,0.89,6,250,4,0,0,"RandD","low","1"
"201911449",0.46,0.52,2,131,3,0,0,"RandD","low","1"
"201911450",0.41,0.5,2,149,3,0,0,"RandD","low","1"
"201911451",0.78,0.78,4,260,5,0,0,"RandD","low","1"
"201911452",0.78,0.86,5,260,6,0,0,"marketing","low","1"
"201911453",0.72,0.86,5,251,5,0,0,"sales","low","1"
"201911454",0.63,0.83,6,242,5,0,0,"accounting","low","1"
"201911455",0.55,1,6,136,3,0,0,"support","low","1"
"201911456",0.45,0.55,2,155,3,0,0,"technical","low","1"
"201911457",0.39,0.51,2,155,3,0,0,"management","low","1"
"201911458",0.1,0.81,6,248,4,0,0,"marketing","low","1"
"201911459",0.4,0.5,2,136,3,0,0,"marketing","low","1"
"201911460",0.39,0.54,2,133,3,0,0,"marketing","low","1"
"201911461",0.78,0.45,4,128,2,0,0,"sales","low","1"
"201911462",0.42,0.53,2,142,3,0,0,"sales","low","1"
"201911463",0.39,0.54,2,149,3,0,0,"sales","low","1"
"201911464",0.46,0.57,2,145,3,0,0,"sales","low","1"
"201911465",0.1,0.92,6,279,4,0,0,"sales","medium","1"
"201911466",0.45,0.47,2,146,3,0,0,"sales","medium","1"
"201911467",0.1,0.83,6,264,4,1,0,"sales","medium","1"
"201911468",0.1,0.89,7,272,4,0,0,"sales","medium","1"
"201911470",0.4,0.65,2,296,5,0,0,"sales","medium","1"
"201911472",0.39,0.56,2,130,3,0,0,"sales","medium","1"
"201911473",0.43,0.48,2,157,3,0,0,"sales","medium","1"
"201911474",0.09,0.96,6,245,4,0,0,"sales","medium","1"
"201911475",0.79,0.86,5,226,5,0,0,"sales","medium","1"
"201911477",0.79,0.95,5,228,5,0,0,"sales","high","1"
"201911478",0.38,0.46,2,155,3,0,0,"sales","low","1"
"201911479",0.36,0.56,2,159,3,0,0,"sales","medium","1"
"201911480",0.39,0.57,2,142,3,0,0,"accounting","medium","1"
"201911481",0.09,0.93,6,271,4,0,0,"accounting","medium","1"
"201911482",0.16,0.65,4,277,5,0,0,"accounting","medium","1"
"201911483",0.09,0.77,6,310,4,0,0,"hr","low","1"
"201911484",0.11,0.87,6,254,4,0,0,"hr","low","1"
"201911485",0.44,0.56,2,142,3,0,0,"hr","low","1"
"201911486",0.11,0.88,7,253,4,0,0,"hr","low","1"
"201911487",0.11,0.97,6,260,4,0,0,"technical","low","1"
"201911488",0.45,0.52,2,147,3,0,0,"technical","low","1"
"201911489",0.1,0.96,7,288,4,0,0,"technical","low","1"
"201911490",0.4,0.46,2,160,3,0,0,"technical","low","1"
"201911492",0.39,0.56,2,133,3,0,0,"technical","low","1"
"201911493",0.38,0.55,2,160,3,0,0,"technical","low","1"
"201911494",0.38,0.45,2,151,3,0,0,"technical","low","1"
"201911495",0.17,0.75,3,188,4,0,0,"technical","low","1"
"201911497",0.1,0.85,7,259,4,0,0,"technical","low","1"
"201911498",0.37,0.48,2,129,3,0,0,"support","low","1"
"201911499",0.42,0.49,2,152,3,0,0,"support","low","1"
"201911500",0.44,0.48,2,128,3,0,0,"support","low","1"
"201911502",0.39,0.48,2,151,3,0,0,"support","low","1"
"201911505",0.86,0.91,5,245,5,0,0,"support","medium","1"
"201911506",0.37,0.46,2,157,3,0,0,"support","medium","1"
"201911507",0.4,0.51,2,160,3,0,0,"support","medium","1"
"201911508",0.43,0.48,2,149,3,0,0,"support","medium","1"
"201911509",0.88,0.88,5,248,5,0,0,"technical","medium","1"
"201911510",0.44,0.52,2,128,3,0,0,"technical","medium","1"
"201911511",0.87,1,4,224,5,0,0,"technical","medium","1"
"201911513",0.45,0.52,2,143,3,0,0,"IT","medium","1"
"201911514",0.84,0.93,4,250,5,0,0,"IT","medium","1"
"201911515",0.1,0.68,3,179,3,0,0,"IT","medium","1"
"201911516",0.72,0.99,5,257,5,0,0,"IT","high","1"
"201911517",0.4,0.5,2,127,3,0,0,"IT","low","1"
"201911518",0.45,0.5,2,145,3,0,0,"product_mng","medium","1"
"201911519",0.89,0.98,5,274,5,0,0,"product_mng","medium","1"
"201911520",0.4,0.55,2,131,3,0,0,"product_mng","medium","1"
"201911521",0.38,0.53,2,136,3,0,0,"product_mng","medium","1"
"201911522",0.38,0.47,2,140,3,1,0,"IT","low","1"
"201911524",0.42,0.48,2,148,3,1,0,"RandD","low","1"
"201911525",0.74,0.86,5,262,5,0,0,"RandD","low","1"
"201911527",0.82,0.9,5,248,5,0,0,"RandD","low","1"
"201911528",0.38,0.55,2,131,3,0,0,"marketing","low","1"
"201911529",0.41,0.56,2,160,3,0,0,"sales","low","1"
