ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary,left
201913271,0.92,0.53,2,249,2,0,0,IT,high,0
201913272,0.55,0.51,4,155,3,0,0,IT,low,0
201913273,0.51,0.43,3,204,4,0,0,product_mng,medium,0
201913275,0.88,0.52,5,264,4,0,0,product_mng,medium,0
201913290,0.96,0.67,5,170,3,0,0,marketing,high,0
201913295,0.5,0.7,3,188,2,0,0,sales,low,0
201913308,0.76,0.52,2,148,3,0,0,sales,high,0
201913313,0.82,0.65,4,210,2,0,0,accounting,medium,0
201913325,0.86,0.82,2,207,4,1,0,technical,low,0
201913326,0.52,0.54,5,247,4,0,0,technical,high,0
201913336,0.74,0.85,5,135,2,0,0,support,low,0
201913348,0.45,0.39,4,275,3,0,0,IT,medium,0
201913351,0.88,0.8,3,133,3,0,0,product_mng,medium,0
201913357,0.6,0.6,3,221,2,0,0,RandD,medium,0
201913365,0.15,0.84,4,275,5,0,0,marketing,low,0
201913372,0.95,0.52,5,222,2,0,0,sales,low,0
201913374,0.85,0.86,3,255,2,0,0,sales,low,0
201913380,0.82,0.54,4,191,3,0,0,sales,medium,0
201913384,0.54,0.98,3,217,3,0,0,sales,medium,0
201913392,0.98,0.59,4,149,2,0,0,hr,medium,0
201913394,0.71,0.53,3,186,2,0,0,technical,low,0
201913399,0.64,0.5,3,238,4,0,0,technical,low,0
201913402,0.72,0.84,4,195,2,0,0,technical,low,0
201913406,0.69,0.96,3,210,3,0,0,support,low,0
201913419,0.36,0.55,6,226,6,0,0,management,medium,0
201913432,0.6,0.52,4,207,2,1,0,RandD,medium,0
201913439,0.74,0.7,4,167,3,1,0,technical,low,0
201913440,0.86,0.77,3,271,3,0,0,management,low,0
201913444,0.72,0.73,5,134,2,0,0,sales,low,0
201913446,0.73,0.73,4,194,2,0,0,sales,low,0
201913449,0.9,0.99,4,190,2,0,0,sales,low,0
201913455,0.89,0.86,3,178,4,0,0,sales,medium,0
201913463,0.87,0.74,3,209,3,0,0,accounting,medium,0
201913472,0.95,0.93,3,209,2,0,0,technical,low,0
201913477,0.81,0.76,5,134,2,0,0,technical,low,0
201913483,0.78,0.92,5,137,2,0,0,support,low,0
201913487,0.85,0.67,4,228,4,0,0,support,low,0
201913489,0.74,0.62,4,272,2,0,0,support,low,0
201913492,0.83,0.99,4,226,2,0,0,technical,low,0
201913497,0.77,0.7,3,155,3,0,0,IT,medium,0
201913503,0.81,0.6,4,179,3,0,0,product_mng,medium,0
201913506,0.5,0.56,4,266,2,0,0,RandD,low,0
201913516,0.13,0.87,3,185,4,1,0,management,low,0
201913543,0.83,0.57,3,232,4,0,0,hr,medium,0
201913553,0.57,0.99,3,205,3,0,0,technical,low,0
201913564,0.85,0.89,4,251,2,0,0,support,low,0
201913588,1.0,0.53,3,142,3,0,0,sales,low,0
201913589,0.72,0.76,4,144,3,1,0,accounting,low,0
201913592,1.0,0.76,5,201,3,0,0,management,low,0
201913598,0.62,0.42,2,124,2,0,0,sales,low,0
201913611,0.84,0.9,3,262,2,0,0,sales,medium,0
201913616,0.75,1.0,3,102,3,0,0,accounting,medium,0
201913622,0.98,0.89,4,169,3,0,0,technical,medium,0
201913638,0.55,0.41,4,132,5,1,0,support,medium,0
201913639,0.52,0.8,5,257,3,0,0,support,medium,0
201913640,0.71,0.77,2,255,3,0,0,support,medium,0
201913643,0.95,0.49,4,269,4,0,0,support,medium,0
201913646,0.8,0.64,4,246,3,1,0,technical,medium,0
201913655,0.69,0.53,4,281,4,0,0,product_mng,medium,0
201913659,0.76,0.74,4,235,3,0,0,RandD,high,0
201913668,0.57,0.82,3,267,3,0,0,management,high,0
201913672,0.7,0.7,3,224,3,0,0,sales,low,0
201913673,0.3,0.71,3,155,2,0,0,sales,low,0
201913695,0.93,0.62,3,231,6,0,0,hr,medium,0
201913701,0.58,0.8,3,181,4,0,0,technical,high,0
201913713,0.94,0.95,4,155,3,0,0,support,medium,0
201913714,0.98,0.77,5,223,2,1,0,support,medium,0
201913732,0.95,0.49,4,229,3,0,0,product_mng,medium,0
201913748,0.96,0.53,5,224,4,0,0,sales,low,0
201913756,0.95,0.71,3,223,2,0,0,sales,low,0
201913771,0.66,0.69,4,198,3,1,0,hr,medium,0
201913773,0.6,0.81,2,214,3,0,0,hr,high,0
201913775,0.55,0.74,3,211,3,1,0,technical,high,0
201913776,0.7,0.71,5,269,3,0,0,technical,low,0
201913778,0.9,0.94,4,231,3,0,0,technical,medium,0
201913781,0.86,0.96,5,238,5,0,0,technical,low,0
201913785,0.8,0.57,3,225,4,0,0,support,low,0
201913788,0.85,0.9,3,184,3,1,0,support,low,0
201913791,0.55,0.63,3,201,2,1,0,support,high,0
201913793,0.68,1.0,5,203,2,0,0,support,low,0
201913796,0.17,0.88,6,226,3,1,0,technical,high,0
201913813,0.63,0.62,3,183,3,0,0,RandD,medium,0
201913822,0.87,0.74,4,265,4,0,0,marketing,medium,0
201913840,0.78,0.87,3,190,3,0,0,sales,low,0
201913868,0.71,0.76,4,142,2,1,0,support,low,0
201913890,0.76,0.52,3,248,3,0,0,RandD,medium,0
201913894,0.67,0.95,4,241,4,0,0,accounting,medium,0
201913897,0.56,0.68,3,149,2,0,0,management,medium,0
201913900,0.95,0.81,5,120,3,0,0,marketing,low,0
201913909,0.7,0.55,4,159,3,0,0,sales,low,0
201913922,0.26,0.45,2,157,3,0,0,accounting,medium,0
201913928,0.63,0.97,4,234,2,0,0,technical,medium,0
201913932,0.17,0.61,3,241,5,1,0,technical,low,0
201913940,0.64,0.8,3,199,3,0,0,support,low,0
201913945,0.78,0.91,5,150,4,0,0,support,low,0
201913950,0.69,0.96,5,164,3,0,0,technical,low,0
201913979,0.78,0.95,4,184,3,0,0,sales,low,0
201913981,0.91,0.89,4,260,3,0,0,sales,low,0
201913982,0.7,0.78,4,254,4,0,0,sales,low,0
201913988,0.57,0.81,3,144,3,0,0,sales,low,0
201913997,0.61,0.97,4,153,3,0,0,accounting,medium,0
201914000,0.51,0.95,4,258,3,0,0,hr,medium,0
201914017,0.92,0.85,3,235,2,0,0,support,low,0
201914024,0.26,0.97,3,125,2,0,0,support,low,0
201914026,0.12,0.58,3,241,2,0,0,technical,low,0
201914051,0.94,0.91,3,250,3,1,0,management,low,0
201914052,0.15,0.89,3,219,6,0,0,marketing,low,0
201914053,0.45,0.92,6,164,4,1,0,marketing,low,0
201914058,0.72,0.54,3,226,2,1,0,sales,low,0
201914080,0.64,0.75,3,214,3,0,0,hr,medium,0
201914088,0.62,0.75,3,149,2,1,0,technical,medium,0
201914090,0.53,0.83,4,249,3,1,0,technical,low,0
201914092,0.57,0.76,3,200,2,0,0,support,low,0
201914093,0.65,0.82,4,207,2,0,0,support,low,0
201914099,0.69,0.57,4,227,4,0,0,support,medium,0
201914101,0.66,0.73,3,244,3,0,0,support,medium,0
201914102,1.0,0.93,5,182,3,1,0,support,medium,0
201914111,0.68,0.87,3,168,3,0,0,IT,medium,0
201914115,0.19,0.95,5,193,3,0,0,product_mng,medium,0
201914130,0.6,0.56,4,260,3,0,0,marketing,high,0
201914134,0.52,0.8,5,234,3,0,0,sales,high,0
201914161,0.68,0.91,4,162,3,1,0,technical,medium,0
201914163,0.64,0.93,5,198,2,0,0,technical,high,0
201914164,0.63,0.9,2,242,3,1,0,technical,high,0
201914175,0.48,0.71,2,140,3,1,0,support,low,0
201914178,0.45,0.88,5,268,3,1,0,support,medium,0
201914183,0.74,0.91,5,135,3,0,0,management,medium,0
201914184,0.54,0.59,4,228,3,0,0,IT,medium,0
201914197,0.87,0.57,2,181,6,0,0,RandD,medium,0
201914208,0.56,0.39,5,263,4,0,0,marketing,medium,0
201914210,0.96,0.5,3,158,2,1,0,sales,medium,0
201914214,0.24,0.77,5,178,5,0,0,sales,low,0
201914215,0.86,0.48,4,153,3,0,0,sales,low,0
201914216,0.25,0.62,6,271,5,0,0,sales,low,0
201914224,0.16,0.51,3,262,6,0,0,sales,low,0
201914232,0.13,0.72,4,148,5,0,0,hr,medium,0
201914234,0.88,0.65,4,224,2,0,0,hr,high,0
201914238,0.62,0.7,5,270,3,0,0,technical,high,0
201914243,0.73,0.91,3,238,2,0,0,technical,medium,0
201914248,0.86,0.82,4,252,4,0,0,support,low,0
201914252,0.7,0.56,4,182,2,0,0,support,low,0
201914255,0.54,0.6,3,209,2,0,0,support,low,0
201914258,0.85,0.86,4,250,3,0,0,technical,low,0
201914260,0.55,0.72,3,149,3,0,0,management,low,0
201914268,0.64,0.89,3,175,3,1,0,product_mng,high,0
201914270,0.21,0.72,3,245,6,0,0,IT,high,0
201914291,0.95,0.78,4,245,3,0,0,sales,low,0
201914298,0.78,0.98,5,252,3,0,0,sales,high,0
201914315,0.36,0.94,3,113,5,1,0,technical,medium,0
201914326,0.93,0.76,3,244,3,0,0,support,low,0
201914332,0.96,0.9,4,246,3,0,0,support,low,0
201914335,0.72,0.72,4,175,4,0,0,technical,low,0
201914336,0.65,0.49,5,221,2,0,0,management,low,0
201914341,0.2,0.57,4,269,5,1,0,IT,low,0
201914342,0.47,0.5,4,159,2,0,0,product_mng,low,0
201914344,0.72,0.86,4,137,2,0,0,product_mng,low,0
201914346,0.79,0.49,5,210,3,0,0,IT,medium,0
201914347,0.53,0.75,2,123,4,0,0,RandD,medium,0
201914354,0.72,0.74,3,187,2,0,0,sales,medium,0
201914364,0.85,0.72,3,201,3,0,0,sales,low,0
201914369,0.7,0.92,3,162,3,1,0,sales,low,0
201914383,0.57,0.64,2,206,3,0,0,accounting,low,0
201914389,0.81,0.96,4,143,3,1,0,technical,medium,0
201914392,0.72,0.94,4,235,3,0,0,technical,medium,0
201914399,0.44,0.45,3,133,2,1,0,support,medium,0
201914400,0.72,0.87,4,184,4,0,0,support,medium,0
201914413,0.55,0.93,4,239,4,0,0,management,low,0
201914425,0.88,0.71,4,250,3,0,0,RandD,medium,0
201914429,0.54,0.49,2,155,2,1,0,marketing,medium,0
201914433,0.65,0.6,5,160,3,0,0,technical,medium,0
201914435,0.66,0.68,4,152,3,0,0,marketing,high,0
201914436,0.95,0.65,5,182,3,0,0,marketing,low,0
201914449,0.97,0.74,3,104,5,0,0,sales,low,0
201914460,0.69,0.82,4,273,4,0,0,hr,medium,0
201914469,0.96,0.85,4,200,4,0,0,technical,medium,0
201914471,0.52,0.72,2,160,2,0,0,technical,high,0
201914475,0.98,0.54,5,260,3,0,0,support,medium,0
201914481,0.51,0.86,5,212,2,0,0,support,low,0
201914501,0.58,0.71,4,145,3,1,1,RandD,medium,0
201914509,0.87,0.56,4,121,2,0,1,technical,medium,0
201914513,0.54,0.92,4,228,3,0,1,marketing,medium,0
201914515,0.77,0.77,3,219,2,0,0,sales,medium,0
201914516,0.53,0.73,4,147,3,0,0,sales,low,0
201914519,0.53,0.59,3,231,2,0,0,sales,low,0
201914520,0.44,0.45,2,124,3,0,0,sales,low,0
201914535,0.7,0.84,6,225,6,0,0,accounting,low,0
201914541,0.54,0.85,4,157,3,0,1,technical,medium,0
201914548,0.79,0.65,5,228,3,0,1,technical,medium,0
201914550,0.9,0.78,5,215,3,0,1,technical,low,0
201914561,0.75,0.55,2,184,2,0,0,support,low,0
201914563,0.57,0.76,3,195,3,0,0,technical,medium,0
201914567,0.32,0.77,6,112,4,0,0,IT,medium,0
201914575,0.7,0.98,4,194,2,0,0,IT,medium,0
201914579,0.34,0.92,3,206,3,0,0,RandD,medium,0
201914591,0.69,0.84,3,227,3,1,0,sales,high,0
201914592,0.88,0.59,5,147,4,0,0,sales,high,0
201914593,0.89,0.9,3,240,3,0,0,sales,high,0
201914595,0.22,0.89,4,262,4,0,0,sales,high,0
201914598,0.9,0.68,3,156,3,1,0,sales,high,0
201914602,0.2,0.96,2,249,3,0,0,sales,low,0
201914608,0.87,0.42,5,252,5,0,0,sales,low,0
201914614,0.67,0.49,4,195,3,0,0,hr,low,0
201914617,0.65,0.53,5,205,3,1,0,technical,medium,0
201914620,0.69,0.64,4,200,3,0,0,technical,medium,0
201914623,0.97,0.68,3,185,2,0,0,technical,medium,0
201914624,0.39,0.99,6,235,6,0,0,technical,medium,0
201914637,0.72,0.95,5,171,3,0,0,support,low,0
201914648,0.48,0.38,3,134,3,0,0,product_mng,medium,0
201914655,0.75,0.78,4,158,5,1,0,RandD,medium,0
201914659,0.68,0.67,4,135,2,0,0,accounting,medium,0
201914670,0.94,0.83,4,156,2,0,0,sales,medium,0
201914675,0.74,0.76,5,255,4,0,0,sales,medium,0
201914679,0.49,0.77,2,254,2,0,0,sales,low,0
201914693,0.48,0.81,5,113,3,0,0,technical,medium,0
201914694,0.72,0.74,3,243,2,0,0,technical,high,0
201914711,0.77,0.83,3,160,3,0,0,support,low,0
201914715,0.79,0.89,3,104,4,0,0,technical,low,0
201914717,0.8,0.79,4,168,3,0,0,management,low,0
201914720,0.96,0.75,4,177,2,0,0,IT,low,0
201914725,1.0,0.73,3,245,2,1,0,product_mng,low,0
201914735,0.97,0.61,4,167,3,0,1,accounting,high,0
201914737,0.83,0.91,3,168,3,0,1,technical,medium,0
201914748,0.78,0.58,3,224,2,0,0,sales,medium,0
201914754,1.0,0.84,3,154,3,0,0,sales,medium,0
201914757,0.88,0.95,3,137,3,0,0,sales,low,0
201914765,0.89,0.75,3,134,3,0,0,hr,low,0
201914776,1.0,0.8,5,162,3,1,0,technical,medium,0
201914778,0.63,0.58,4,141,3,1,0,technical,medium,0
201914789,0.93,0.74,2,169,4,0,0,support,low,0
201914798,0.91,0.63,4,226,3,1,0,IT,low,0
201914810,0.86,0.53,4,160,2,1,0,sales,medium,0
201914814,0.72,0.92,3,225,3,0,0,management,medium,0
201914816,0.92,0.56,4,170,3,0,0,marketing,medium,0
201914829,0.19,0.8,4,249,5,0,0,sales,low,0
201914839,0.46,0.38,6,165,3,0,0,accounting,low,0
201914844,0.7,0.98,4,176,5,0,0,technical,low,0
201914846,0.54,0.52,5,155,3,0,0,technical,low,0
201914856,0.92,0.62,4,196,3,0,0,support,medium,0
201914860,0.92,0.49,5,259,3,1,0,support,medium,0
201914874,0.62,0.58,3,192,2,0,0,IT,low,0
201914879,0.53,0.52,3,233,4,0,0,IT,low,0
201914902,0.9,0.78,4,225,2,1,0,sales,medium,0
201914922,0.83,0.94,4,243,3,0,0,technical,low,0
201914933,0.39,0.38,2,106,3,1,0,support,medium,0
201914936,0.67,0.71,4,173,3,0,0,support,high,0
201914939,0.9,0.7,3,274,3,0,0,support,medium,0
201914946,0.53,0.98,3,219,4,0,0,IT,low,0
201914947,0.87,0.74,4,207,3,0,0,IT,low,0
201914948,0.57,0.6,4,248,4,0,0,IT,low,0
201914958,0.78,0.55,3,144,2,0,0,RandD,low,0
201914959,0.61,0.7,4,243,3,0,0,RandD,low,0
201914960,0.74,0.84,3,206,3,0,0,RandD,low,0
201914963,0.89,0.55,4,196,2,0,0,accounting,medium,0
201914969,0.88,0.96,5,182,4,1,0,marketing,medium,0
201914980,0.67,0.36,4,97,4,0,0,sales,medium,0
201914988,0.59,0.62,3,219,3,0,0,sales,low,0
201914990,0.69,0.97,3,158,2,0,0,accounting,low,0
201914992,0.79,0.82,3,98,3,1,0,hr,low,0
201915003,0.59,0.84,4,245,3,0,0,technical,medium,0
201915007,0.74,0.68,3,242,5,1,0,support,medium,0
201915008,0.84,0.94,4,246,2,1,0,support,medium,0
201915011,0.74,0.66,3,254,2,0,0,support,medium,0
201915012,0.52,0.54,5,239,3,0,0,support,medium,0
201915013,0.31,0.92,4,133,6,0,0,support,medium,0
201915023,0.7,0.69,4,158,3,0,0,IT,low,0
201915025,0.61,0.73,3,165,3,1,0,IT,low,0
201915031,0.62,0.69,3,261,2,0,0,IT,medium,0
201915033,0.83,0.87,3,230,3,0,1,RandD,medium,0
201915045,0.57,0.94,4,257,3,0,0,marketing,medium,0
201915052,0.62,0.52,3,148,3,0,0,sales,medium,0
201915056,0.95,0.48,5,214,6,1,1,sales,medium,0
201915063,0.8,0.78,4,234,3,0,0,sales,medium,0
201915069,0.76,0.5,4,245,3,0,0,hr,low,0
201915078,0.22,0.69,4,182,6,0,0,technical,low,0
201915080,0.86,0.53,4,244,3,0,0,technical,medium,0
201915127,0.8,0.75,3,134,4,0,0,sales,medium,0
201915130,0.6,0.92,4,164,4,0,0,sales,medium,0
201915141,0.41,0.9,6,155,2,0,0,accounting,medium,0
201915148,0.82,0.84,3,237,2,0,0,technical,low,0
201915156,0.64,0.95,3,154,4,0,0,technical,high,0
201915162,0.85,0.49,4,142,3,0,0,support,medium,0
201915174,0.8,0.87,4,220,2,0,0,IT,medium,0
201915184,0.55,0.71,4,181,2,1,0,RandD,low,0
201915187,0.78,0.93,3,200,3,0,0,RandD,low,0
201915193,0.73,0.88,4,236,3,1,0,technical,low,0
201915199,0.93,0.62,4,258,3,0,0,sales,medium,0
201915204,0.7,0.58,3,211,3,0,0,sales,medium,0
201915207,0.89,0.89,4,265,2,0,0,sales,medium,0
201915217,0.45,0.64,5,133,4,0,0,accounting,medium,0
201915218,0.87,0.5,4,267,2,1,0,accounting,medium,0
201915221,0.53,0.5,4,185,3,0,0,hr,low,0
201915225,0.7,0.63,3,209,3,0,0,technical,low,0
201915236,0.91,0.79,5,273,4,1,0,support,medium,0
201915238,0.66,0.56,4,141,4,0,0,support,medium,0
201915242,0.88,0.45,5,274,2,1,0,support,medium,0
201915247,0.67,0.92,4,265,4,0,0,technical,medium,0
201915248,0.5,0.38,5,175,4,0,0,technical,high,0
201915260,0.92,0.8,4,263,4,0,0,RandD,low,0
201915268,0.28,0.79,5,202,5,0,0,accounting,low,0
201915296,0.73,0.66,3,244,3,0,0,accounting,low,0
201915340,0.7,0.66,3,151,2,0,0,RandD,low,0
201915342,0.81,0.6,4,133,3,0,0,RandD,low,0
201915357,0.3,0.47,2,159,4,0,0,sales,medium,0
201915359,0.66,0.89,3,257,3,0,0,sales,medium,0
201915361,0.74,0.97,3,239,4,1,0,sales,medium,0
201915365,0.54,0.72,5,206,4,0,0,sales,high,0
201915371,0.64,0.61,3,221,3,0,0,accounting,low,0
201915378,0.89,0.95,5,203,3,0,0,technical,low,0
201915381,0.7,0.51,3,256,3,0,0,technical,low,0
201915397,0.87,0.82,4,248,2,0,0,support,medium,0
201915405,0.52,0.7,4,247,5,0,0,IT,medium,0
201915413,0.91,0.6,4,163,5,0,0,IT,low,0
201915421,0.7,0.6,3,183,3,0,0,sales,low,0
201915432,0.7,0.95,5,234,6,1,0,sales,medium,0
201915439,0.93,0.83,4,225,2,0,0,sales,medium,0
201915440,0.66,0.5,4,263,3,0,0,sales,high,0
201915451,0.52,0.9,4,285,2,0,0,hr,low,0
201915453,0.5,0.73,4,271,2,0,0,hr,low,0
201915454,0.51,0.88,3,202,4,0,0,hr,low,0
201915456,0.62,0.72,2,180,2,1,0,technical,low,0
201915459,0.58,0.64,2,249,2,0,0,technical,low,0
201915482,0.89,0.87,4,209,2,0,0,IT,medium,0
201915485,0.9,0.9,3,274,3,0,0,IT,low,0
201915490,0.76,0.76,5,175,3,0,0,IT,low,0
201915493,0.37,0.46,3,173,6,0,0,RandD,medium,0
201915499,0.97,1.0,5,251,2,0,0,accounting,medium,0
201915509,0.99,0.86,3,198,3,0,0,sales,medium,0
201915510,0.96,0.93,5,141,2,1,0,sales,medium,0
201915528,0.61,0.61,4,239,2,0,1,hr,high,0
201915531,0.7,0.54,3,198,3,1,1,hr,low,0
201915536,0.95,0.81,4,238,2,0,0,technical,low,0
201915539,0.99,0.57,3,221,3,0,0,technical,low,0
201915543,0.81,0.77,5,249,2,0,0,support,low,0
201915551,0.38,0.77,3,173,5,0,0,support,medium,0
201915555,0.52,0.9,5,176,3,0,0,technical,medium,0
201915557,0.85,0.56,5,203,3,0,0,management,high,0
201915560,0.74,0.54,3,175,3,1,0,IT,high,0
201915562,0.28,0.97,4,102,3,0,0,IT,high,0
201915563,0.86,0.68,2,192,3,0,0,product_mng,high,0
201915567,0.98,0.6,4,191,3,0,0,IT,low,0
201915571,0.16,0.81,2,159,6,1,0,RandD,low,0
201915582,0.48,0.94,4,231,4,0,0,marketing,medium,0
201915585,0.23,0.96,2,234,4,0,0,sales,medium,0
201915589,0.49,0.89,2,233,4,1,0,sales,medium,0
201915597,0.62,0.98,4,107,2,0,0,sales,low,0
201915618,0.81,0.6,3,140,2,0,0,technical,high,0
201915620,0.7,0.88,4,191,3,1,0,support,low,0
201915629,0.89,0.84,3,166,2,0,0,support,high,0
201915633,0.3,0.48,2,104,2,0,0,technical,high,0
201915636,0.24,0.79,2,175,5,0,0,IT,low,0
201915640,0.79,0.71,3,202,3,0,0,product_mng,medium,0
201915682,0.61,0.87,4,151,3,0,0,hr,medium,0
201915685,0.7,0.48,4,229,2,0,0,technical,high,0
201915692,0.74,0.75,4,149,3,0,0,technical,low,0
201915694,0.88,0.58,5,264,3,0,0,technical,low,0
201915697,0.48,0.54,4,105,5,1,0,support,low,0
201915702,0.74,0.55,6,130,2,0,0,support,medium,0
201915706,0.9,0.58,5,260,2,0,0,support,medium,0
201915711,0.94,0.53,4,183,3,0,0,IT,medium,0
201915713,0.81,0.69,5,109,2,0,0,IT,high,0
201915726,0.57,0.61,5,254,5,0,0,marketing,low,0
201915745,0.75,0.69,3,274,2,0,0,sales,medium,0
201915764,0.96,0.66,3,230,3,0,0,technical,low,0
201915776,0.86,0.69,5,157,4,0,0,support,low,0
201915780,0.56,0.64,5,241,3,1,0,support,medium,0
201915781,0.5,0.92,3,186,2,0,0,support,medium,0
201915789,0.16,0.9,6,213,2,0,0,IT,medium,0
201915791,0.59,0.57,4,261,2,0,0,IT,high,0
201915792,0.48,0.87,3,236,2,0,0,IT,low,0
201915800,0.51,1.0,4,197,2,0,0,RandD,low,0
201915804,0.74,0.67,4,158,3,0,0,sales,low,0
201915810,0.73,0.81,5,173,3,0,0,marketing,low,0
201915811,0.84,0.91,3,247,4,0,0,marketing,low,0
201915817,0.85,0.5,4,267,3,0,0,sales,low,0
201915824,0.51,0.8,4,231,3,0,0,sales,medium,0
201915849,0.6,0.57,3,202,3,0,0,support,low,0
201915852,0.71,0.95,3,251,3,0,0,support,low,0
201915853,0.94,0.46,2,230,2,1,0,support,low,0
201915855,0.59,0.59,4,216,2,1,0,support,medium,0
201915858,0.54,0.5,4,160,3,0,0,support,medium,0
201915859,0.78,0.63,3,192,2,0,0,support,medium,0
201915869,0.18,0.95,4,241,6,0,0,product_mng,medium,0
201915879,0.71,0.61,2,198,2,1,0,marketing,low,0
201915881,0.76,0.89,5,204,3,0,0,accounting,low,0
201915900,0.82,0.92,4,196,3,0,0,sales,medium,0
201915907,0.7,0.96,3,263,3,0,0,accounting,medium,0
201915912,0.75,0.5,4,155,2,1,0,hr,low,0
201915919,0.84,0.67,3,139,2,0,0,technical,low,0
201915920,0.31,0.69,3,120,3,0,0,technical,low,0
201915924,0.41,0.77,4,231,6,0,0,technical,low,0
201915952,0.14,0.79,5,163,6,0,0,RandD,low,0
201915976,0.7,0.86,3,141,2,1,0,sales,medium,0
201915979,0.56,0.83,5,275,2,0,0,sales,medium,0
201915994,0.42,0.37,2,284,3,0,0,technical,high,0
201915998,0.63,0.75,4,155,3,0,0,technical,low,0
201916008,0.67,0.58,5,161,3,1,0,support,low,0
201916018,0.82,0.59,3,178,2,0,0,IT,medium,0
201916022,0.56,0.63,4,271,2,1,0,product_mng,high,0
201916034,0.19,0.85,6,259,3,1,0,support,low,0
201916036,0.83,0.8,4,149,3,0,0,management,low,0
201916042,0.96,0.68,5,145,3,1,0,sales,medium,0
201916043,0.72,0.76,3,269,3,1,0,sales,medium,0
201916045,0.39,0.67,6,276,6,0,0,sales,medium,0
201916053,0.85,0.69,3,194,4,0,0,sales,medium,0
201916062,0.59,0.92,4,183,2,0,0,hr,low,0
201916063,0.96,0.8,4,145,2,0,0,hr,medium,0
201916067,0.85,0.88,5,236,4,0,0,technical,medium,0
201916071,0.78,0.47,4,129,2,0,0,technical,medium,0
201916086,0.22,0.96,3,213,3,0,0,support,high,0
201916087,0.15,0.9,5,284,4,0,0,support,low,0
201916088,0.62,0.67,5,259,3,0,0,technical,medium,0
201916098,0.62,0.7,5,180,4,0,0,product_mng,high,0
201916099,0.65,0.53,5,142,3,0,0,product_mng,medium,0
201916100,0.87,0.98,4,266,2,1,0,product_mng,high,0
201916103,0.96,0.55,4,234,4,0,0,RandD,medium,0
201916110,0.97,0.76,3,147,3,1,0,support,low,0
201916112,0.15,0.44,3,199,2,0,0,management,low,0
201916116,0.63,0.86,4,169,2,0,0,sales,high,0
201916117,0.45,0.75,4,169,2,0,0,sales,low,0
201916124,0.86,0.92,3,260,2,0,0,sales,low,0
201916132,0.52,0.63,3,269,2,0,0,sales,medium,0
201916139,0.53,0.84,4,219,2,0,0,hr,high,0
201916153,0.51,0.62,3,110,3,0,0,support,low,0
201916154,0.65,0.6,3,142,2,0,0,support,high,0
201916155,0.73,0.8,4,251,2,1,0,support,low,0
201916164,0.74,0.84,3,239,3,0,0,technical,low,0
201916168,0.5,0.59,3,260,3,0,0,IT,medium,0
201916171,0.7,0.72,4,202,3,0,0,IT,medium,0
201916173,0.72,0.95,2,178,4,1,0,product_mng,medium,0
201916176,0.98,0.92,5,221,3,1,0,product_mng,medium,0
201916180,0.63,0.71,5,141,2,0,0,RandD,medium,0
201916181,0.6,0.96,4,99,6,0,0,RandD,medium,0
201916185,0.93,0.7,5,206,4,0,0,accounting,low,0
201916194,0.73,0.97,3,165,2,0,0,sales,low,0
201916196,0.9,0.74,3,227,3,0,0,sales,low,0
201916197,0.54,0.53,3,251,2,0,0,sales,low,0
201916201,0.17,0.51,5,221,3,0,0,sales,low,0
201916212,0.57,0.72,4,221,3,0,0,accounting,medium,0
201916216,0.55,0.98,2,144,2,0,0,hr,medium,0
201916238,0.57,0.58,3,132,3,0,0,support,low,0
201916239,0.89,0.95,3,246,4,0,0,support,low,0
201916240,0.72,0.98,3,181,4,0,0,technical,low,0
201916253,0.6,0.71,5,263,2,1,0,IT,medium,0
201916282,0.76,0.57,4,266,3,0,0,sales,low,0
201916290,0.61,0.69,3,224,3,0,0,hr,medium,0
201916310,0.94,0.66,5,219,3,0,0,support,low,0
201916318,0.42,0.91,3,209,2,0,0,technical,low,0
201916322,0.67,0.75,4,133,2,0,0,IT,medium,0
201916331,0.56,0.56,3,162,2,0,0,RandD,high,0
201916333,0.98,0.53,6,253,4,0,0,RandD,medium,0
201916335,0.65,0.92,4,133,3,0,0,marketing,medium,0
201916354,0.88,0.89,3,139,2,0,0,sales,low,0
201916357,0.4,0.72,3,204,4,1,0,sales,low,0
201916358,0.16,0.82,5,121,2,0,0,sales,medium,0
201916369,0.64,0.95,3,131,6,0,0,hr,medium,0
201916371,0.55,0.59,4,230,3,0,0,technical,low,0
201916378,0.94,0.45,2,211,3,0,0,technical,low,0
201916380,0.89,0.57,3,113,3,0,0,technical,low,0
201916382,0.89,0.62,5,196,3,0,0,support,low,0
201916383,0.6,0.89,3,232,2,0,0,support,low,0
201916392,0.59,0.59,4,270,2,0,0,technical,low,0
201916396,0.84,0.52,5,189,2,1,0,IT,low,0
201916398,0.81,0.75,4,206,3,0,0,IT,medium,0
201916402,0.98,0.76,3,224,2,0,0,product_mng,medium,0
201916405,0.54,0.57,3,257,2,0,0,IT,medium,0
201916408,0.77,0.58,2,247,2,1,0,RandD,medium,0
201916418,0.85,0.8,4,200,2,0,0,marketing,low,0
201916420,0.15,0.48,6,204,6,1,0,sales,low,0
201916421,0.68,0.54,3,270,4,1,0,sales,low,0
201916434,0.7,0.57,3,180,2,0,0,sales,medium,0
201916437,0.29,0.86,3,251,4,0,0,sales,medium,0
201916444,0.34,0.56,3,139,2,0,0,hr,medium,0
201916446,0.5,0.52,5,137,3,1,0,technical,medium,0
